measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Malaysia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0043384045468906,0.005870403542545,0.003010555581666
Prevalence,Republic of the Marshall Islands,Male,15-49 years,Bipolar disorder,Percent,2021,0.0034168469615813,0.0046752773196666,0.0023456784248382
Prevalence,Republic of the Marshall Islands,Female,15-49 years,Bipolar disorder,Percent,2021,0.0034827180751047,0.0047403876725838,0.0023729492714547
Prevalence,Independent State of Papua New Guinea,Male,15-49 years,Bipolar disorder,Percent,2021,0.0034137875576613,0.0047524275365009,0.0023117518430561
Prevalence,Independent State of Papua New Guinea,Female,15-49 years,Bipolar disorder,Percent,2021,0.0035023068396175,0.0048786936665226,0.0023611028467618
Prevalence,Republic of Maldives,Male,15-49 years,Bipolar disorder,Percent,2021,0.0044180787601995,0.0062031392146218,0.0029750723214391
Prevalence,Republic of Maldives,Female,15-49 years,Bipolar disorder,Percent,2021,0.0043737421539934,0.0059856476916804,0.0029737716747857
Prevalence,Republic of Tajikistan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0062968578739532,0.0087449950512089,0.0043638650289815
Prevalence,Republic of Tajikistan,Female,15-49 years,Bipolar disorder,Percent,2021,0.0066919440601572,0.0092449184805112,0.0045227092702662
Prevalence,Republic of Indonesia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0042467294427354,0.0051718264871827,0.003387112101034
Prevalence,Republic of Indonesia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0043571819010957,0.0052752563301654,0.0035078485407211
Prevalence,Federated States of Micronesia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0033733081700369,0.0046040408106883,0.002290387305602
Prevalence,Federated States of Micronesia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0034732274317711,0.0048577987088522,0.0023502555556285
Prevalence,Taiwan (Province of China),Male,15-49 years,Bipolar disorder,Percent,2021,0.0025070991802054,0.0034128009994599,0.0016973753476071
Prevalence,Taiwan (Province of China),Female,15-49 years,Bipolar disorder,Percent,2021,0.0026451070667966,0.0035737643301266,0.0017825605748649
Prevalence,Republic of Kiribati,Male,15-49 years,Bipolar disorder,Percent,2021,0.0033816040017935,0.0046810172114272,0.00227420550737
Prevalence,Republic of Kiribati,Female,15-49 years,Bipolar disorder,Percent,2021,0.0034797315868008,0.0046880462092329,0.0023841179284447
Prevalence,Turkmenistan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0063391805343526,0.0086864461126146,0.0044740572563328
Prevalence,Turkmenistan,Female,15-49 years,Bipolar disorder,Percent,2021,0.00666877238342,0.0090556283797491,0.0046309564167787
Prevalence,Lao People's Democratic Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0042936342496518,0.0058554992943991,0.0029023566166216
Prevalence,Lao People's Democratic Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0042987118714328,0.0058752870844021,0.0029637525032799
Prevalence,Mongolia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0063320090734622,0.0085985853736195,0.0043681274066251
Prevalence,Mongolia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0067390026759042,0.0090105210873876,0.0047398175298692
Prevalence,Republic of Fiji,Male,15-49 years,Bipolar disorder,Percent,2021,0.0034862443111741,0.0048941439958151,0.0023918415938204
Prevalence,Republic of Fiji,Female,15-49 years,Bipolar disorder,Percent,2021,0.003542953707554,0.0047892571737341,0.0024163016476142
Prevalence,Kingdom of Cambodia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0041201116856953,0.0056777629648155,0.0027889707429721
Prevalence,Kingdom of Cambodia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0042407699589577,0.00586587175262,0.0028777445345585
Prevalence,Kyrgyz Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0063622364286372,0.0088987872570494,0.0043074997229075
Prevalence,Kyrgyz Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0067481553984434,0.0092335564391484,0.0046870565395502
Prevalence,Republic of Kazakhstan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0063823581197224,0.0087984615073508,0.0043720409894784
Prevalence,Republic of Kazakhstan,Female,15-49 years,Bipolar disorder,Percent,2021,0.0067823564980852,0.0092181214155121,0.0047149157527854
Prevalence,Socialist Republic of Viet Nam,Male,15-49 years,Bipolar disorder,Percent,2021,0.0042338622357374,0.0057839772420494,0.0028993841472858
Prevalence,Socialist Republic of Viet Nam,Female,15-49 years,Bipolar disorder,Percent,2021,0.0044122459020495,0.0059333229055098,0.003045598602677
Prevalence,Bosnia and Herzegovina,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066646309558728,0.0090628402379908,0.0047005452073242
Prevalence,Bosnia and Herzegovina,Female,15-49 years,Bipolar disorder,Percent,2021,0.0073287308195262,0.0098530137868381,0.0052235983296546
Prevalence,Republic of Bulgaria,Male,15-49 years,Bipolar disorder,Percent,2021,0.0057290480610403,0.0077483690494831,0.0040551528660561
Prevalence,Republic of Bulgaria,Female,15-49 years,Bipolar disorder,Percent,2021,0.0062447460240161,0.0082582509565378,0.0044514509572191
Prevalence,Republic of Estonia,Male,15-49 years,Bipolar disorder,Percent,2021,0.006566440312207,0.0088728844401702,0.004591756560709
Prevalence,Republic of Estonia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0070245239320661,0.0094059010569011,0.0049350889372081
Prevalence,Republic of Albania,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065548550392044,0.0088280860085586,0.0046043213923402
Prevalence,Republic of Albania,Female,15-49 years,Bipolar disorder,Percent,2021,0.0071988973041697,0.0098502731661185,0.0050415982658551
Prevalence,Republic of Belarus,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065402516250617,0.0089644511606635,0.0045770526679679
Prevalence,Republic of Belarus,Female,15-49 years,Bipolar disorder,Percent,2021,0.0069701935083512,0.0092852872636486,0.0048340493490379
Prevalence,Georgia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0064334118076786,0.0088060996786325,0.0045322412174045
Prevalence,Georgia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0069231715049289,0.0092893148553953,0.0049660152838536
Prevalence,Australia,Male,15-49 years,Bipolar disorder,Percent,2021,0.01536955460412,0.0189475242133739,0.0121690365976114
Prevalence,Australia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0161821946052972,0.0193884242735124,0.0135632292390867
Prevalence,Republic of Azerbaijan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0064357277429098,0.0087744771515385,0.0043488254351873
Prevalence,Republic of Azerbaijan,Female,15-49 years,Bipolar disorder,Percent,2021,0.006886164515431,0.0095028351121847,0.0047980626303465
Prevalence,Republic of Slovenia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0067302898715305,0.0089680683946682,0.0047224006626483
Prevalence,Republic of Slovenia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0074360740954329,0.0099557207171029,0.0052484671202055
Prevalence,Republic of Armenia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065276111708799,0.0088229615772405,0.0045783058647427
Prevalence,Republic of Armenia,Female,15-49 years,Bipolar disorder,Percent,2021,0.007055272479152,0.0094365190466448,0.0049802255764119
Prevalence,Republic of Uzbekistan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0063516865054827,0.0086138407260318,0.0043392927536213
Prevalence,Republic of Uzbekistan,Female,15-49 years,Bipolar disorder,Percent,2021,0.0067024496687884,0.0091952434911363,0.0046547558032703
Prevalence,Republic of Singapore,Male,15-49 years,Bipolar disorder,Percent,2021,0.0079766526060436,0.0105811886296515,0.0058725567948311
Prevalence,Republic of Singapore,Female,15-49 years,Bipolar disorder,Percent,2021,0.009806117159336,0.0129270345287138,0.0070715604178479
Prevalence,Slovak Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0067080726050667,0.0090439471492474,0.0047581195668066
Prevalence,Slovak Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.007399131140455,0.0098826747678894,0.0053009624233978
Prevalence,Romania,Male,15-49 years,Bipolar disorder,Percent,2021,0.0082685947517565,0.0103614618012396,0.006248690999137
Prevalence,Romania,Female,15-49 years,Bipolar disorder,Percent,2021,0.0093370856891837,0.0118189906577152,0.0070684849747823
Prevalence,Republic of Serbia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066414451936144,0.0089982903802785,0.0046459146372286
Prevalence,Republic of Serbia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0072845298884593,0.0098215164989332,0.0051861550128726
Prevalence,Montenegro,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066146629717534,0.0089786682795658,0.0046744989146093
Prevalence,Montenegro,Female,15-49 years,Bipolar disorder,Percent,2021,0.0072505794020939,0.0097515144339254,0.0051157611497853
Prevalence,Republic of Korea,Male,15-49 years,Bipolar disorder,Percent,2021,0.0058139106937716,0.0077647183583136,0.004256321101009
Prevalence,Republic of Korea,Female,15-49 years,Bipolar disorder,Percent,2021,0.00661195304219,0.008834065069212,0.0047291443653688
Prevalence,Japan,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066115427689631,0.0080525590080852,0.0054209097645751
Prevalence,Japan,Female,15-49 years,Bipolar disorder,Percent,2021,0.0080376894234687,0.0097008763311479,0.0065211743411761
Prevalence,Brunei Darussalam,Male,15-49 years,Bipolar disorder,Percent,2021,0.0067762996001109,0.0092752142160124,0.0047596900474286
Prevalence,Brunei Darussalam,Female,15-49 years,Bipolar disorder,Percent,2021,0.0081707368716964,0.0110495872691511,0.0058060170846426
Prevalence,Republic of Poland,Male,15-49 years,Bipolar disorder,Percent,2021,0.006755772788482,0.00817070624574,0.0055035730592221
Prevalence,Republic of Poland,Female,15-49 years,Bipolar disorder,Percent,2021,0.0074809201326368,0.0090418414378494,0.0060557188247527
Prevalence,Republic of Austria,Male,15-49 years,Bipolar disorder,Percent,2021,0.0100031854372111,0.0138904024848039,0.0070444594530788
Prevalence,Republic of Austria,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131420863137877,0.0177507446386876,0.0095474539225351
Prevalence,Ukraine,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065792837553293,0.0080598639706171,0.0053029695767694
Prevalence,Ukraine,Female,15-49 years,Bipolar disorder,Percent,2021,0.0070679806717533,0.0086395791833905,0.0056177802052435
Prevalence,North Macedonia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066755251916147,0.0089594350427207,0.0046142000743303
Prevalence,North Macedonia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0073251376332728,0.0098473565393791,0.0052145838212471
Prevalence,Hungary,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066808342035845,0.0089349750385408,0.0047569353481953
Prevalence,Hungary,Female,15-49 years,Bipolar disorder,Percent,2021,0.0073709638554656,0.0099139699429835,0.0051784588896601
Prevalence,Republic of Cyprus,Male,15-49 years,Bipolar disorder,Percent,2021,0.009931570012557,0.0137889338897921,0.0069055220086692
Prevalence,Republic of Cyprus,Female,15-49 years,Bipolar disorder,Percent,2021,0.0132004339006878,0.0182362477614233,0.0095051745290616
Prevalence,Russian Federation,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065284402005984,0.0078646044670629,0.0053110015891902
Prevalence,Russian Federation,Female,15-49 years,Bipolar disorder,Percent,2021,0.0069193278244292,0.0083485147142324,0.0056161618992189
Prevalence,Czech Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0067353105464119,0.0090667790398751,0.004719288086076
Prevalence,Czech Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0074332301083278,0.0098270215023549,0.0052093306506676
Prevalence,Republic of Finland,Male,15-49 years,Bipolar disorder,Percent,2021,0.0101230055285505,0.0140607839936813,0.0073243268153843
Prevalence,Republic of Finland,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130985557453477,0.0179597704981144,0.0093250898909409
Prevalence,Republic of Croatia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0066921543973443,0.009134638027546,0.004687602625503
Prevalence,Republic of Croatia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0073783027743354,0.0099288755596604,0.0052514590455273
Prevalence,Kingdom of Belgium,Male,15-49 years,Bipolar disorder,Percent,2021,0.0100358024040658,0.0136848340246179,0.0071433101684961
Prevalence,Kingdom of Belgium,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130449241642879,0.0178513161109821,0.0093985212124771
Prevalence,Kingdom of Denmark,Male,15-49 years,Bipolar disorder,Percent,2021,0.0099642430246565,0.0139671515196622,0.0071514354841228
Prevalence,Kingdom of Denmark,Female,15-49 years,Bipolar disorder,Percent,2021,0.0132359193020657,0.0178469233514735,0.0092341169274877
Prevalence,Principality of Andorra,Male,15-49 years,Bipolar disorder,Percent,2021,0.0099686829690108,0.0136200823153499,0.0069727922547419
Prevalence,Principality of Andorra,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131779321251913,0.0176417801754658,0.0095421314977407
Prevalence,Republic of Moldova,Male,15-49 years,Bipolar disorder,Percent,2021,0.0065563101673815,0.0090406241134653,0.0046092830955421
Prevalence,Republic of Moldova,Female,15-49 years,Bipolar disorder,Percent,2021,0.0070033344687665,0.0094420177196613,0.0048659915827562
Prevalence,Republic of Lithuania,Male,15-49 years,Bipolar disorder,Percent,2021,0.0064824029761513,0.0088450670366297,0.0045425745496206
Prevalence,Republic of Lithuania,Female,15-49 years,Bipolar disorder,Percent,2021,0.0069747268766309,0.0094457624712637,0.0048383065734308
Prevalence,French Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0099935355502109,0.0138645085329889,0.007138276838652
Prevalence,French Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130346742249026,0.0179604229616454,0.00946838531088
Prevalence,Republic of Iceland,Male,15-49 years,Bipolar disorder,Percent,2021,0.0096986161603635,0.0133817526417228,0.0069659793498038
Prevalence,Republic of Iceland,Female,15-49 years,Bipolar disorder,Percent,2021,0.0127402094053632,0.0177163244720455,0.0091285173277227
Prevalence,Hellenic Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0098930547346615,0.013366693717144,0.0071389056854282
Prevalence,Hellenic Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131931340706319,0.0176694530827507,0.0094685176925572
Prevalence,Republic of Latvia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0064854901347857,0.0087022189371891,0.0045568803666115
Prevalence,Republic of Latvia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0069440498867943,0.0093188767605235,0.0049215294207559
Prevalence,New Zealand,Male,15-49 years,Bipolar disorder,Percent,2021,0.0193947666625339,0.0242008057661687,0.0156906945798597
Prevalence,New Zealand,Female,15-49 years,Bipolar disorder,Percent,2021,0.0234930437417208,0.0290089665334179,0.0191464825937159
Prevalence,Federal Republic of Germany,Male,15-49 years,Bipolar disorder,Percent,2021,0.007947820194299,0.0098951344384743,0.0063797804371339
Prevalence,Federal Republic of Germany,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130130820051041,0.0157911001122371,0.0103991196768471
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,15-49 years,Bipolar disorder,Percent,2021,0.0113529208567468,0.0141690153696365,0.0093722120388167
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,15-49 years,Bipolar disorder,Percent,2021,0.0152622579890615,0.018724237882231,0.0124590964134731
Prevalence,Republic of Cuba,Male,15-49 years,Bipolar disorder,Percent,2021,0.0118276122386532,0.0162185401128477,0.0084948823672217
Prevalence,Republic of Cuba,Female,15-49 years,Bipolar disorder,Percent,2021,0.0133811544760001,0.0183272781845802,0.0095972982495646
Prevalence,Commonwealth of the Bahamas,Male,15-49 years,Bipolar disorder,Percent,2021,0.0114996374619557,0.0159543935337018,0.0082691561686424
Prevalence,Commonwealth of the Bahamas,Female,15-49 years,Bipolar disorder,Percent,2021,0.0129739972442385,0.0177274047606278,0.0091405193269102
Prevalence,Barbados,Male,15-49 years,Bipolar disorder,Percent,2021,0.0116172539352285,0.0157234390502171,0.0084591725834531
Prevalence,Barbados,Female,15-49 years,Bipolar disorder,Percent,2021,0.0132367330909197,0.0180537055852618,0.0094082569188289
Prevalence,Swiss Confederation,Male,15-49 years,Bipolar disorder,Percent,2021,0.0098750456036344,0.0137418359899995,0.006941385620945
Prevalence,Swiss Confederation,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131671131726329,0.0178292873399158,0.0094160447675664
Prevalence,Kingdom of Norway,Male,15-49 years,Bipolar disorder,Percent,2021,0.0094050369226907,0.0117442420441428,0.0076626746547575
Prevalence,Kingdom of Norway,Female,15-49 years,Bipolar disorder,Percent,2021,0.0107639061883158,0.0131892022263912,0.0086671800153159
Prevalence,Belize,Male,15-49 years,Bipolar disorder,Percent,2021,0.0115200388250765,0.0159650467379143,0.0081627447916067
Prevalence,Belize,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131002309315323,0.0181499903797468,0.0091820403117172
Prevalence,Kingdom of the Netherlands,Male,15-49 years,Bipolar disorder,Percent,2021,0.0104410993635431,0.0117776986408549,0.0091926015302716
Prevalence,Kingdom of the Netherlands,Female,15-49 years,Bipolar disorder,Percent,2021,0.0117200308076434,0.0132072729281963,0.0104380562804693
Prevalence,Kingdom of Spain,Male,15-49 years,Bipolar disorder,Percent,2021,0.0098234196829036,0.0133263262308224,0.0070108502795196
Prevalence,Kingdom of Spain,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130501408631196,0.0179937918604122,0.0093420179845692
Prevalence,Antigua and Barbuda,Male,15-49 years,Bipolar disorder,Percent,2021,0.0117135567767454,0.0160555948015441,0.0082533424140321
Prevalence,Antigua and Barbuda,Female,15-49 years,Bipolar disorder,Percent,2021,0.0133752876333537,0.0184703455682599,0.0095704136118267
Prevalence,Republic of Malta,Male,15-49 years,Bipolar disorder,Percent,2021,0.01001409671075,0.0134614102468058,0.0070743474398953
Prevalence,Republic of Malta,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131691238846661,0.0180080344198422,0.0094141297543558
Prevalence,Kingdom of Sweden,Male,15-49 years,Bipolar disorder,Percent,2021,0.0099520043480969,0.0119806189117908,0.0081084159366245
Prevalence,Kingdom of Sweden,Female,15-49 years,Bipolar disorder,Percent,2021,0.013415560153618,0.0162969591681621,0.0108696809563594
Prevalence,Portuguese Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0106378191758276,0.013109568854634,0.0084600603288394
Prevalence,Portuguese Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0128801927941702,0.0160449187887493,0.0103743164590364
Prevalence,Grand Duchy of Luxembourg,Male,15-49 years,Bipolar disorder,Percent,2021,0.0099733495473477,0.0136833013113541,0.0070828563382834
Prevalence,Grand Duchy of Luxembourg,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131016325857103,0.0175605016956143,0.0094115325259423
Prevalence,Canada,Male,15-49 years,Bipolar disorder,Percent,2021,0.0115390770515724,0.0138133855917997,0.0087348675075662
Prevalence,Canada,Female,15-49 years,Bipolar disorder,Percent,2021,0.011651358763137,0.014286822240202,0.009084481845031
Prevalence,Ireland,Male,15-49 years,Bipolar disorder,Percent,2021,0.0082284194617562,0.0105149077252422,0.0064175898955689
Prevalence,Ireland,Female,15-49 years,Bipolar disorder,Percent,2021,0.010242362824561,0.0129448710583654,0.0082281556086351
Prevalence,United States of America,Male,15-49 years,Bipolar disorder,Percent,2021,0.0089280032829143,0.009526877764575,0.0083568784264386
Prevalence,United States of America,Female,15-49 years,Bipolar disorder,Percent,2021,0.0090286156420056,0.0097017799340853,0.0084673531484003
Prevalence,Republic of Italy,Male,15-49 years,Bipolar disorder,Percent,2021,0.0090532792233517,0.0111121051409449,0.0075063558461622
Prevalence,Republic of Italy,Female,15-49 years,Bipolar disorder,Percent,2021,0.0136825445843257,0.0166814885266561,0.011220576449838
Prevalence,State of Israel,Male,15-49 years,Bipolar disorder,Percent,2021,0.0118108138410757,0.0165099808479849,0.0083307544029692
Prevalence,State of Israel,Female,15-49 years,Bipolar disorder,Percent,2021,0.0151508590960305,0.0209378746917031,0.0107291005778123
Prevalence,Jamaica,Male,15-49 years,Bipolar disorder,Percent,2021,0.0118531536537093,0.0167133635732928,0.0083828434532433
Prevalence,Jamaica,Female,15-49 years,Bipolar disorder,Percent,2021,0.0133002847872373,0.0182047153524587,0.0093844640002535
Prevalence,Eastern Republic of Uruguay,Male,15-49 years,Bipolar disorder,Percent,2021,0.0087131392019746,0.0119802255448864,0.005984218782323
Prevalence,Eastern Republic of Uruguay,Female,15-49 years,Bipolar disorder,Percent,2021,0.0109149895126974,0.0152413825768358,0.0079517277705301
Prevalence,Republic of Guyana,Male,15-49 years,Bipolar disorder,Percent,2021,0.0114292224629767,0.0158324538193253,0.008076672455124
Prevalence,Republic of Guyana,Female,15-49 years,Bipolar disorder,Percent,2021,0.0129584703785644,0.0179921421997562,0.0091016927278926
Prevalence,Republic of Ecuador,Male,15-49 years,Bipolar disorder,Percent,2021,0.01160207758448,0.0159889822070654,0.0082219164668931
Prevalence,Republic of Ecuador,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131381504786477,0.0183023022372879,0.0092517600299988
Prevalence,Saint Vincent and the Grenadines,Male,15-49 years,Bipolar disorder,Percent,2021,0.0115251477613436,0.0158273583639378,0.0082271229284917
Prevalence,Saint Vincent and the Grenadines,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130230458558533,0.0179996154718814,0.0092552858219879
Prevalence,Saint Lucia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0116552002680549,0.0158848431104477,0.0082857638426329
Prevalence,Saint Lucia,Female,15-49 years,Bipolar disorder,Percent,2021,0.0132436819958022,0.0183905777436216,0.0095413322978425
Prevalence,Plurinational State of Bolivia,Male,15-49 years,Bipolar disorder,Percent,2021,0.0116436592202977,0.0164347421778361,0.0082453509940822
Prevalence,Plurinational State of Bolivia,Female,15-49 years,Bipolar disorder,Percent,2021,0.013059941839685,0.0177313516964225,0.0092105773114397
Prevalence,Republic of Chile,Male,15-49 years,Bipolar disorder,Percent,2021,0.0086561159513013,0.0118177571848205,0.0059634002490466
Prevalence,Republic of Chile,Female,15-49 years,Bipolar disorder,Percent,2021,0.0110779439850594,0.0149080193073393,0.0078860453530458
Prevalence,Dominican Republic,Male,15-49 years,Bipolar disorder,Percent,2021,0.0114821652864235,0.0157979240008716,0.0080278451094112
Prevalence,Dominican Republic,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130467274687078,0.0176902451225992,0.0092396355676823
Prevalence,Republic of Haiti,Male,15-49 years,Bipolar disorder,Percent,2021,0.0113689268517182,0.0158124157017051,0.0079960329695735
Prevalence,Republic of Haiti,Female,15-49 years,Bipolar disorder,Percent,2021,0.0128299858226667,0.0179411889776443,0.0089200479641715
Prevalence,Commonwealth of Dominica,Male,15-49 years,Bipolar disorder,Percent,2021,0.0115951820861507,0.015980128852234,0.0081663672504629
Prevalence,Commonwealth of Dominica,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131189593169723,0.01860194043712,0.0092913857021303
Prevalence,Republic of Trinidad and Tobago,Male,15-49 years,Bipolar disorder,Percent,2021,0.0115701389671943,0.0158681132551852,0.0083503696645779
Prevalence,Republic of Trinidad and Tobago,Female,15-49 years,Bipolar disorder,Percent,2021,0.0130994524763984,0.0181897122355841,0.0093240754588476
Prevalence,Federative Republic of Brazil,Male,15-49 years,Bipolar disorder,Percent,2021,0.0152154714111429,0.0183218902298486,0.012676009470646
Prevalence,Federative Republic of Brazil,Female,15-49 years,Bipolar disorder,Percent,2021,0.0172543194121651,0.0207306004321212,0.0144104449580042
Prevalence,Republic of Suriname,Male,15-49 years,Bipolar disorder,Percent,2021,0.0114971805441575,0.0159498599488443,0.0082312569471039
Prevalence,Republic of Suriname,Female,15-49 years,Bipolar disorder,Percent,2021,0.0129663587710686,0.0176779711574668,0.0093018409742826
Prevalence,Bolivarian Republic of Venezuela,Male,15-49 years,Bipolar disorder,Percent,2021,0.0109219287236547,0.0146877717213255,0.0078498630781455
Prevalence,Bolivarian Republic of Venezuela,Female,15-49 years,Bipolar disorder,Percent,2021,0.0125589280291306,0.0169853211124348,0.0090254394115509
Prevalence,Grenada,Male,15-49 years,Bipolar disorder,Percent,2021,0.0117344243403652,0.0164430378280463,0.0083791782514693
Prevalence,Grenada,Female,15-49 years,Bipolar disorder,Percent,2021,0.0131942768831854,0.0180756542357878,0.0094003673380339
