measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Plurinational State of Bolivia,Male,15-49 years,Self-harm,Rate,2021,9.081973640405279,12.880706071248332,6.026709754871214
Deaths,Plurinational State of Bolivia,Female,15-49 years,Self-harm,Rate,2021,4.701765268240024,7.051476244970601,2.958340226402653
Deaths,Republic of Tunisia,Male,15-49 years,Self-harm,Rate,2021,6.011920175911173,8.555732927054107,3.9822699388449876
Deaths,Republic of Tunisia,Female,15-49 years,Self-harm,Rate,2021,2.3265927772006743,3.375245388171572,1.4164579007861204
Deaths,Kingdom of the Netherlands,Male,15-49 years,Self-harm,Rate,2021,14.739002075575929,15.568028999352881,13.936726309529627
Deaths,Kingdom of the Netherlands,Female,15-49 years,Self-harm,Rate,2021,6.340743286228437,6.786053957641504,5.942309594302822
Deaths,Principality of Andorra,Male,15-49 years,Self-harm,Rate,2021,11.597664087998867,15.954803192486976,7.850418274145583
Deaths,Principality of Andorra,Female,15-49 years,Self-harm,Rate,2021,2.820363977128262,4.078534817064655,1.7554149108487413
Deaths,Federal Republic of Somalia,Male,15-49 years,Self-harm,Rate,2021,9.56522552172435,19.47444393434637,4.628494946406534
Deaths,Federal Republic of Somalia,Female,15-49 years,Self-harm,Rate,2021,5.230075403073849,9.017435526104125,3.0406503498136903
Deaths,Barbados,Male,15-49 years,Self-harm,Rate,2021,6.877231153216021,8.821731434294756,5.347604344802335
Deaths,Barbados,Female,15-49 years,Self-harm,Rate,2021,1.165734843239891,1.4865050756228384,0.8795323942899215
Deaths,Kingdom of Bahrain,Male,15-49 years,Self-harm,Rate,2021,7.331959114286593,8.909730974757936,6.058031312610773
Deaths,Kingdom of Bahrain,Female,15-49 years,Self-harm,Rate,2021,1.8071833489648539,2.6090183342527915,1.4303070512620202
Deaths,Republic of Austria,Male,15-49 years,Self-harm,Rate,2021,17.151144078217126,18.046920641283876,16.193663577592208
Deaths,Republic of Austria,Female,15-49 years,Self-harm,Rate,2021,4.568992458820363,4.8545259273050085,4.264170498320277
Deaths,Republic of Indonesia,Male,15-49 years,Self-harm,Rate,2021,2.43565760479994,3.5120519789973255,1.819036383026765
Deaths,Republic of Indonesia,Female,15-49 years,Self-harm,Rate,2021,0.9863012892435705,1.7070001864285036,0.6930003465545895
Deaths,Kyrgyz Republic,Male,15-49 years,Self-harm,Rate,2021,21.619084029791583,25.350087232402345,18.328512035811183
Deaths,Kyrgyz Republic,Female,15-49 years,Self-harm,Rate,2021,4.930969916083346,5.87221676153698,4.088634318748398
Deaths,Republic of Lithuania,Male,15-49 years,Self-harm,Rate,2021,47.865245370560956,53.19408519676475,41.99478413953505
Deaths,Republic of Lithuania,Female,15-49 years,Self-harm,Rate,2021,4.89308038809667,5.730513985801243,4.052995543531114
Deaths,Gabonese Republic,Male,15-49 years,Self-harm,Rate,2021,16.408372853732377,23.531650042921274,10.798182741716845
Deaths,Gabonese Republic,Female,15-49 years,Self-harm,Rate,2021,2.539358572983885,4.9674408399096786,1.4669735976609914
Deaths,Kingdom of Sweden,Male,15-49 years,Self-harm,Rate,2021,16.7035242648129,18.87897789634316,14.698289987903925
Deaths,Kingdom of Sweden,Female,15-49 years,Self-harm,Rate,2021,8.102904475532489,9.34541213659644,6.983087727178362
Deaths,Republic of Costa Rica,Male,15-49 years,Self-harm,Rate,2021,20.97616837065609,22.969286016624864,18.84663463464331
Deaths,Republic of Costa Rica,Female,15-49 years,Self-harm,Rate,2021,3.8614756302832176,4.330786126074845,3.3443152878418356
Deaths,Republic of Ghana,Male,15-49 years,Self-harm,Rate,2021,10.205677177479616,14.017871574419823,7.648634592145485
Deaths,Republic of Ghana,Female,15-49 years,Self-harm,Rate,2021,2.286660659152751,3.6030000882989013,1.453802858371335
Deaths,Republic of Palau,Male,15-49 years,Self-harm,Rate,2021,25.215868527760517,32.51390332484127,19.627031655466787
Deaths,Republic of Palau,Female,15-49 years,Self-harm,Rate,2021,19.711276092488013,26.634729773241684,14.518307748309853
Deaths,Republic of Croatia,Male,15-49 years,Self-harm,Rate,2021,14.718991934226192,16.916628745972144,12.592278103553515
Deaths,Republic of Croatia,Female,15-49 years,Self-harm,Rate,2021,3.957647772396568,4.615825708387057,3.2883786678571614
Deaths,Republic of Finland,Male,15-49 years,Self-harm,Rate,2021,23.13134408163112,24.664687753864897,21.62881184058676
Deaths,Republic of Finland,Female,15-49 years,Self-harm,Rate,2021,6.904845354785506,7.34549014185612,6.50129209148356
Deaths,Republic of Botswana,Male,15-49 years,Self-harm,Rate,2021,20.100372875592324,31.170795079283238,13.409067508243057
Deaths,Republic of Botswana,Female,15-49 years,Self-harm,Rate,2021,4.554716539574711,9.329632936174148,2.7176482146956054
Deaths,Grenada,Male,15-49 years,Self-harm,Rate,2021,6.901586553498177,8.139075637826545,5.788898121902602
Deaths,Grenada,Female,15-49 years,Self-harm,Rate,2021,1.841951677378752,2.2395349931535855,1.4975306837976867
Deaths,State of Kuwait,Male,15-49 years,Self-harm,Rate,2021,3.6849993405248793,4.495058237577594,2.94632602525531
Deaths,State of Kuwait,Female,15-49 years,Self-harm,Rate,2021,0.93697701430534,1.0956771450997629,0.8012533650090877
Deaths,Republic of Mali,Male,15-49 years,Self-harm,Rate,2021,6.321450311478236,11.071523749917786,3.9866149520530834
Deaths,Republic of Mali,Female,15-49 years,Self-harm,Rate,2021,3.743024385332144,5.152541975095622,2.346404439220093
Deaths,Tokelau,Male,15-49 years,Self-harm,Rate,2021,30.400510061550946,38.37029462170397,23.43049164193258
Deaths,Tokelau,Female,15-49 years,Self-harm,Rate,2021,18.974352542179567,24.890913937943953,13.399785392024036
Deaths,Republic of Chile,Male,15-49 years,Self-harm,Rate,2021,20.54328154967479,21.82287518587597,19.415251227451236
Deaths,Republic of Chile,Female,15-49 years,Self-harm,Rate,2021,4.520301287817713,4.833922678487687,4.223845043372493
Deaths,Republic of Nicaragua,Male,15-49 years,Self-harm,Rate,2021,12.244161685955612,14.787761015018884,9.938720920111805
Deaths,Republic of Nicaragua,Female,15-49 years,Self-harm,Rate,2021,3.7465004874113546,4.983974871714574,2.7393985750906324
Deaths,State of Eritrea,Male,15-49 years,Self-harm,Rate,2021,17.03557960154973,25.420340972686787,10.862392857899874
Deaths,State of Eritrea,Female,15-49 years,Self-harm,Rate,2021,4.704029758043582,6.659160405366685,3.041621347152249
Deaths,Islamic Republic of Mauritania,Male,15-49 years,Self-harm,Rate,2021,5.25380913487911,9.523778175100512,3.112777221415754
Deaths,Islamic Republic of Mauritania,Female,15-49 years,Self-harm,Rate,2021,1.9658776007715644,3.008746136513602,1.169640353518491
Deaths,Federal Democratic Republic of Nepal,Male,15-49 years,Self-harm,Rate,2021,24.141590738338152,33.39412317959746,17.93110494378723
Deaths,Federal Democratic Republic of Nepal,Female,15-49 years,Self-harm,Rate,2021,11.672333569621355,17.119428112284204,6.80596043735757
Deaths,Kingdom of Eswatini,Male,15-49 years,Self-harm,Rate,2021,46.67057589151971,63.82748025017897,31.34455769909313
Deaths,Kingdom of Eswatini,Female,15-49 years,Self-harm,Rate,2021,8.111096796196886,13.65704634433243,3.838427672479594
Deaths,Republic of Poland,Male,15-49 years,Self-harm,Rate,2021,29.894290331974506,32.38195297516234,27.20399966382266
Deaths,Republic of Poland,Female,15-49 years,Self-harm,Rate,2021,3.5692412349890605,4.01890485295149,3.096798304264169
Deaths,Palestine,Male,15-49 years,Self-harm,Rate,2021,1.8928829078874239,2.3128835471122717,1.3893474677824231
Deaths,Palestine,Female,15-49 years,Self-harm,Rate,2021,0.4690952761050577,0.6404487260536292,0.35879989943790863
Deaths,Bermuda,Male,15-49 years,Self-harm,Rate,2021,4.807645091832745,5.993217511292167,3.9189140058518492
Deaths,Bermuda,Female,15-49 years,Self-harm,Rate,2021,0.8573934439211859,1.0507143043180454,0.684519734834205
Deaths,Ireland,Male,15-49 years,Self-harm,Rate,2021,15.168548830973473,16.90330948264324,13.704842494408872
Deaths,Ireland,Female,15-49 years,Self-harm,Rate,2021,3.218546636845065,3.5537060823972664,2.9279960172066475
Deaths,Republic of Zimbabwe,Male,15-49 years,Self-harm,Rate,2021,40.84174828051131,56.01198613441585,26.498503298605705
Deaths,Republic of Zimbabwe,Female,15-49 years,Self-harm,Rate,2021,13.535067391258824,20.013822995781037,6.1223422230246936
Deaths,Saint Vincent and the Grenadines,Male,15-49 years,Self-harm,Rate,2021,11.199533677159307,13.029350840973368,9.620402930393567
Deaths,Saint Vincent and the Grenadines,Female,15-49 years,Self-harm,Rate,2021,1.1264709737137808,1.329460988419963,0.9577351152297199
Deaths,Sultanate of Oman,Male,15-49 years,Self-harm,Rate,2021,1.8457623317289564,2.398371965098821,1.3778597846174192
Deaths,Sultanate of Oman,Female,15-49 years,Self-harm,Rate,2021,0.4884962421032835,0.6587220537903052,0.34974316467396793
Deaths,Republic of Malawi,Male,15-49 years,Self-harm,Rate,2021,16.584778152144224,21.90843395076755,11.89479792506326
Deaths,Republic of Malawi,Female,15-49 years,Self-harm,Rate,2021,3.205792291180749,5.469185345878638,1.9102382081140026
Deaths,Federative Republic of Brazil,Male,15-49 years,Self-harm,Rate,2021,15.596084194901392,16.220865590860686,15.040948081171003
Deaths,Federative Republic of Brazil,Female,15-49 years,Self-harm,Rate,2021,4.103606869750073,4.28142876929931,3.90506684894771
Deaths,Republic of the Philippines,Male,15-49 years,Self-harm,Rate,2021,8.65670816614428,10.612172922613864,6.694157024440311
Deaths,Republic of the Philippines,Female,15-49 years,Self-harm,Rate,2021,1.997794568903947,2.540520113143989,1.4912228548674757
Deaths,Republic of Senegal,Male,15-49 years,Self-harm,Rate,2021,11.824332048112293,16.78987588551063,8.659207640168383
Deaths,Republic of Senegal,Female,15-49 years,Self-harm,Rate,2021,2.9029691251889873,4.389862610163004,1.9408300994014092
Deaths,Republic of Angola,Male,15-49 years,Self-harm,Rate,2021,13.948339114540248,18.869989805425124,10.121529725285338
Deaths,Republic of Angola,Female,15-49 years,Self-harm,Rate,2021,3.2706630715844653,5.36234988973733,2.032707327137602
Deaths,Republic of Paraguay,Male,15-49 years,Self-harm,Rate,2021,10.510578219949744,13.511673650225594,7.863678606605574
Deaths,Republic of Paraguay,Female,15-49 years,Self-harm,Rate,2021,3.750391049553931,4.994789060665298,2.6332781092721564
Deaths,Republic of South Sudan,Male,15-49 years,Self-harm,Rate,2021,13.046255589262515,18.727163856448577,8.557635891821723
Deaths,Republic of South Sudan,Female,15-49 years,Self-harm,Rate,2021,4.296378123628196,6.428949346078301,2.7085490285057126
Deaths,Republic of Cameroon,Male,15-49 years,Self-harm,Rate,2021,14.127290902593293,20.162013030091742,9.031053766119346
Deaths,Republic of Cameroon,Female,15-49 years,Self-harm,Rate,2021,3.2579244494477164,4.995699462456929,1.6016852253574343
Deaths,Socialist Republic of Viet Nam,Male,15-49 years,Self-harm,Rate,2021,11.64964843837372,16.094912980442732,8.439573133627023
Deaths,Socialist Republic of Viet Nam,Female,15-49 years,Self-harm,Rate,2021,4.4900680274687685,6.599535400328045,3.20730309864461
Deaths,Republic of Fiji,Male,15-49 years,Self-harm,Rate,2021,17.984017191463362,22.994892589443666,13.17356118700218
Deaths,Republic of Fiji,Female,15-49 years,Self-harm,Rate,2021,7.766061034187166,10.726299547397039,5.2757347258791105
Deaths,Syrian Arab Republic,Male,15-49 years,Self-harm,Rate,2021,1.8947901779370564,2.669704524875067,1.3900799022505523
Deaths,Syrian Arab Republic,Female,15-49 years,Self-harm,Rate,2021,0.533622984431098,0.8266854868030651,0.36598097688768266
Deaths,Republic of Slovenia,Male,15-49 years,Self-harm,Rate,2021,17.127879817671435,19.250011380897554,14.867381306980658
Deaths,Republic of Slovenia,Female,15-49 years,Self-harm,Rate,2021,3.2691260594011946,3.9523815669294002,2.5623981419993247
Deaths,Turkmenistan,Male,15-49 years,Self-harm,Rate,2021,20.4473224831291,26.07850923438041,16.19758473092872
Deaths,Turkmenistan,Female,15-49 years,Self-harm,Rate,2021,6.122646304500999,8.276505443908135,4.613022737624408
Deaths,Republic of Seychelles,Male,15-49 years,Self-harm,Rate,2021,10.95290499037092,12.975548907424283,8.930646886373223
Deaths,Republic of Seychelles,Female,15-49 years,Self-harm,Rate,2021,1.4231726235702604,1.8085696624671865,1.1373494195916238
Deaths,Commonwealth of the Bahamas,Male,15-49 years,Self-harm,Rate,2021,5.571336019309403,6.948992670693739,4.415274265836555
Deaths,Commonwealth of the Bahamas,Female,15-49 years,Self-harm,Rate,2021,0.7336118865797993,0.9587778723917386,0.5560303068709646
Deaths,Taiwan (Province of China),Male,15-49 years,Self-harm,Rate,2021,17.360127161256376,18.66732245521123,15.951299564317392
Deaths,Taiwan (Province of China),Female,15-49 years,Self-harm,Rate,2021,9.23266404483539,9.944417192969508,8.4533788671367
Deaths,People's Democratic Republic of Algeria,Male,15-49 years,Self-harm,Rate,2021,5.392921443971193,7.036446884863236,3.8370389591988214
Deaths,People's Democratic Republic of Algeria,Female,15-49 years,Self-harm,Rate,2021,2.954385379638751,4.116308965935876,1.682530208402154
Deaths,Republic of Uzbekistan,Male,15-49 years,Self-harm,Rate,2021,17.49632621270959,20.14799825678975,14.985371809651454
Deaths,Republic of Uzbekistan,Female,15-49 years,Self-harm,Rate,2021,8.401924031400242,9.863160421555506,7.071653646539006
Deaths,Republic of Niue,Male,15-49 years,Self-harm,Rate,2021,29.087257652670914,40.146101619535735,20.326032773402464
Deaths,Republic of Niue,Female,15-49 years,Self-harm,Rate,2021,15.795380580115227,21.372877757605426,12.238174979604418
Deaths,Independent State of Papua New Guinea,Male,15-49 years,Self-harm,Rate,2021,4.17636399014542,7.9217701859176355,3.051733271766266
Deaths,Independent State of Papua New Guinea,Female,15-49 years,Self-harm,Rate,2021,2.445768381468249,5.426988510828967,1.5312040805005969
Deaths,Republic of Equatorial Guinea,Male,15-49 years,Self-harm,Rate,2021,12.731386939958254,19.134193261828248,8.158607274671455
Deaths,Republic of Equatorial Guinea,Female,15-49 years,Self-harm,Rate,2021,2.9497840183285606,6.060195535852697,1.3692327489291223
Deaths,Republic of the Gambia,Male,15-49 years,Self-harm,Rate,2021,10.01316114368008,17.15508603447928,5.918090198704021
Deaths,Republic of the Gambia,Female,15-49 years,Self-harm,Rate,2021,3.001275767974956,4.530173244465297,1.7631629498571817
Deaths,Republic of Colombia,Male,15-49 years,Self-harm,Rate,2021,13.587520638220735,15.925155412751664,11.571374162513107
Deaths,Republic of Colombia,Female,15-49 years,Self-harm,Rate,2021,3.535593398324873,4.161890763168531,2.9659902645397374
Deaths,Kingdom of Spain,Male,15-49 years,Self-harm,Rate,2021,9.851145288990766,10.518232006270681,9.196333192161998
Deaths,Kingdom of Spain,Female,15-49 years,Self-harm,Rate,2021,2.9256602212192977,3.178743401555557,2.684009922955385
Deaths,Northern Mariana Islands,Male,15-49 years,Self-harm,Rate,2021,34.22257669008295,41.56718574039215,27.271492231796135
Deaths,Northern Mariana Islands,Female,15-49 years,Self-harm,Rate,2021,6.588670051089404,8.3917405269613,4.5929449214594955
Deaths,Republic of Latvia,Male,15-49 years,Self-harm,Rate,2021,32.15059069310345,36.08365204804955,27.849829853916628
Deaths,Republic of Latvia,Female,15-49 years,Self-harm,Rate,2021,3.8985589026336713,4.532151795699138,3.267605460134145
Deaths,Lao People's Democratic Republic,Male,15-49 years,Self-harm,Rate,2021,10.471662458800612,14.681670868136552,7.327082631675643
Deaths,Lao People's Democratic Republic,Female,15-49 years,Self-harm,Rate,2021,4.100554934359505,6.05042491874809,2.6019119404220925
Deaths,Republic of Bulgaria,Male,15-49 years,Self-harm,Rate,2021,15.825503505433394,18.395152680337354,13.272241825914126
Deaths,Republic of Bulgaria,Female,15-49 years,Self-harm,Rate,2021,4.997386255322122,5.974611528668174,4.085316778109846
Deaths,Dominican Republic,Male,15-49 years,Self-harm,Rate,2021,10.196607574974134,13.762459174114403,7.615105126371624
Deaths,Dominican Republic,Female,15-49 years,Self-harm,Rate,2021,2.4512813694106934,3.3875053320182,1.7925130479449656
Deaths,Hashemite Kingdom of Jordan,Male,15-49 years,Self-harm,Rate,2021,2.2617691464170484,2.8538622025808125,1.7906339479258206
Deaths,Hashemite Kingdom of Jordan,Female,15-49 years,Self-harm,Rate,2021,0.6676822130855342,0.9541638585311363,0.4739658853087903
Deaths,New Zealand,Male,15-49 years,Self-harm,Rate,2021,21.611056841472237,23.157415839879008,19.99702524811122
Deaths,New Zealand,Female,15-49 years,Self-harm,Rate,2021,7.502015409665572,7.950406667018487,7.045931352974461
Deaths,Federated States of Micronesia,Male,15-49 years,Self-harm,Rate,2021,48.32790729778297,63.14985079721639,31.08816270924222
Deaths,Federated States of Micronesia,Female,15-49 years,Self-harm,Rate,2021,13.539407366186287,19.21916349394964,8.596321112488338
Deaths,Kingdom of Denmark,Male,15-49 years,Self-harm,Rate,2021,11.641580549609557,12.501935234551985,10.81272910813934
Deaths,Kingdom of Denmark,Female,15-49 years,Self-harm,Rate,2021,4.071366852197554,4.379984694695211,3.777393452381256
Deaths,Union of the Comoros,Male,15-49 years,Self-harm,Rate,2021,6.867209087204354,12.187870060172127,4.113830733593959
Deaths,Union of the Comoros,Female,15-49 years,Self-harm,Rate,2021,4.03989655257035,5.8026773830550065,2.673422511221054
Deaths,Republic of Liberia,Male,15-49 years,Self-harm,Rate,2021,11.49737030246855,18.203932766352764,7.511150784535349
Deaths,Republic of Liberia,Female,15-49 years,Self-harm,Rate,2021,4.218737265643967,7.102506013718357,2.1300948658226226
Deaths,American Samoa,Male,15-49 years,Self-harm,Rate,2021,19.082455796467258,24.446190112260812,14.03768949979095
Deaths,American Samoa,Female,15-49 years,Self-harm,Rate,2021,5.571611505960772,7.503550361279036,3.990659841091663
Deaths,United Mexican States,Male,15-49 years,Self-harm,Rate,2021,16.657713497540648,18.59549098732384,14.709807196701291
Deaths,United Mexican States,Female,15-49 years,Self-harm,Rate,2021,3.5043399027326743,4.0711279607062005,2.980605637446763
Deaths,Republic of San Marino,Male,15-49 years,Self-harm,Rate,2021,11.078021452919046,15.820451492387901,6.789927624804697
Deaths,Republic of San Marino,Female,15-49 years,Self-harm,Rate,2021,2.584170540128066,4.0765557420675895,1.4792725720350026
Deaths,Republic of Djibouti,Male,15-49 years,Self-harm,Rate,2021,7.328191399938428,14.271314224154104,3.854408055375919
Deaths,Republic of Djibouti,Female,15-49 years,Self-harm,Rate,2021,2.7205081888955203,4.499401411328331,1.4841481112744028
Deaths,Kingdom of Bhutan,Male,15-49 years,Self-harm,Rate,2021,7.838705416559442,12.315254983013933,5.121193589514986
Deaths,Kingdom of Bhutan,Female,15-49 years,Self-harm,Rate,2021,3.7198738796558333,7.403224054113931,2.253755717316293
Deaths,Argentine Republic,Male,15-49 years,Self-harm,Rate,2021,21.25544205732086,22.78394227537341,19.663215003506448
Deaths,Argentine Republic,Female,15-49 years,Self-harm,Rate,2021,4.953539508439769,5.388885977241405,4.517936349420441
Deaths,Democratic Socialist Republic of Sri Lanka,Male,15-49 years,Self-harm,Rate,2021,30.31736948211307,40.798258810864525,21.38563706056146
Deaths,Democratic Socialist Republic of Sri Lanka,Female,15-49 years,Self-harm,Rate,2021,8.726533176562768,12.206978644927442,5.922016062033588
Deaths,Republic of India,Male,15-49 years,Self-harm,Rate,2021,20.230720476482215,22.969599166535332,16.993334916035618
Deaths,Republic of India,Female,15-49 years,Self-harm,Rate,2021,14.859478772499195,17.542760681181214,10.983286258334715
Deaths,Montenegro,Male,15-49 years,Self-harm,Rate,2021,21.161029773778097,25.968180846217127,17.033303743326126
Deaths,Montenegro,Female,15-49 years,Self-harm,Rate,2021,4.871456130358705,6.32098955758861,3.729886906502035
Deaths,Kingdom of Morocco,Male,15-49 years,Self-harm,Rate,2021,5.336677830217762,8.59479811344592,3.5729090443700633
Deaths,Kingdom of Morocco,Female,15-49 years,Self-harm,Rate,2021,4.29340208753599,6.932683374657504,2.234695952538057
Deaths,Jamaica,Male,15-49 years,Self-harm,Rate,2021,2.223581093358534,2.9863737288112358,1.6167578374008187
Deaths,Jamaica,Female,15-49 years,Self-harm,Rate,2021,0.45586083204567307,0.6185091102427364,0.3243999835984059
Deaths,Republic of South Africa,Male,15-49 years,Self-harm,Rate,2021,36.13567849323917,40.80986007009307,31.205256129395615
Deaths,Republic of South Africa,Female,15-49 years,Self-harm,Rate,2021,6.481765772435334,8.365901172516123,5.1261260419146355
Deaths,Republic of Kazakhstan,Male,15-49 years,Self-harm,Rate,2021,41.050999701138394,45.403327343780866,36.258583745225295
Deaths,Republic of Kazakhstan,Female,15-49 years,Self-harm,Rate,2021,7.679720147244077,8.659094332246978,6.698850640324694
Deaths,Republic of Iceland,Male,15-49 years,Self-harm,Rate,2021,22.95612775929228,25.069118850809716,20.77521159832344
Deaths,Republic of Iceland,Female,15-49 years,Self-harm,Rate,2021,4.22335873311195,4.7546576863102965,3.744196228388598
Deaths,Republic of Nauru,Male,15-49 years,Self-harm,Rate,2021,58.88041630793925,78.98409560305831,30.307582776408463
Deaths,Republic of Nauru,Female,15-49 years,Self-harm,Rate,2021,18.680107324481565,27.056613322769408,9.79213904885449
Deaths,Portuguese Republic,Male,15-49 years,Self-harm,Rate,2021,11.433771055242953,12.503057100542996,10.457640973500842
Deaths,Portuguese Republic,Female,15-49 years,Self-harm,Rate,2021,3.5794952856255544,3.900294518023775,3.2887204317310994
Deaths,Democratic Republic of Sao Tome and Principe,Male,15-49 years,Self-harm,Rate,2021,2.159486733198322,3.2946993929400366,1.2462145092680774
Deaths,Democratic Republic of Sao Tome and Principe,Female,15-49 years,Self-harm,Rate,2021,0.5335909695785739,0.8619904008045585,0.2609115148078881
Deaths,Republic of Madagascar,Male,15-49 years,Self-harm,Rate,2021,10.489073272303306,15.460829289183772,7.084170167346221
Deaths,Republic of Madagascar,Female,15-49 years,Self-harm,Rate,2021,4.298744462390757,5.811258051913213,2.8356333431406084
Deaths,Saint Lucia,Male,15-49 years,Self-harm,Rate,2021,12.578801913054306,14.920880248186146,10.522749036610762
Deaths,Saint Lucia,Female,15-49 years,Self-harm,Rate,2021,1.1753487291106395,1.452248133678164,0.9287072522670263
Deaths,Republic of Singapore,Male,15-49 years,Self-harm,Rate,2021,9.59022907212589,10.299166164095727,8.882940245119151
Deaths,Republic of Singapore,Female,15-49 years,Self-harm,Rate,2021,4.418157925805463,4.763058034102621,4.082761518036576
Deaths,Canada,Male,15-49 years,Self-harm,Rate,2021,24.970020933371785,26.4422988203454,23.400844921594572
Deaths,Canada,Female,15-49 years,Self-harm,Rate,2021,7.390850022596589,7.872780788273389,6.939935711857415
Deaths,Slovak Republic,Male,15-49 years,Self-harm,Rate,2021,19.469183920134913,22.995397424528626,15.90460322305586
Deaths,Slovak Republic,Female,15-49 years,Self-harm,Rate,2021,2.862320818262464,3.789826717682901,2.1393237604385327
Deaths,Grand Duchy of Luxembourg,Male,15-49 years,Self-harm,Rate,2021,9.121284660445797,10.0686166015061,8.064666362751776
Deaths,Grand Duchy of Luxembourg,Female,15-49 years,Self-harm,Rate,2021,3.427566975186965,3.802723193481331,3.038290271576606
Deaths,United States of America,Male,15-49 years,Self-harm,Rate,2021,26.877605410549897,27.79668511145908,25.801994306928364
Deaths,United States of America,Female,15-49 years,Self-harm,Rate,2021,7.676738199450363,8.007450056568786,7.370359778775626
Deaths,Burkina Faso,Male,15-49 years,Self-harm,Rate,2021,11.008238508052113,15.098872427910031,8.201054931396293
Deaths,Burkina Faso,Female,15-49 years,Self-harm,Rate,2021,3.1060930299591285,4.753557166465897,2.007707286916708
Deaths,Republic of Tajikistan,Male,15-49 years,Self-harm,Rate,2021,7.228896075046438,11.08738840955733,5.077701843325338
Deaths,Republic of Tajikistan,Female,15-49 years,Self-harm,Rate,2021,2.440875310092145,4.304657313851716,1.606925866092157
Deaths,Republic of Rwanda,Male,15-49 years,Self-harm,Rate,2021,11.54414917201755,17.269826044387695,7.904236965245229
Deaths,Republic of Rwanda,Female,15-49 years,Self-harm,Rate,2021,3.3778913305852822,5.525791925584513,2.046140275282473
Deaths,Republic of Trinidad and Tobago,Male,15-49 years,Self-harm,Rate,2021,25.799929129084493,32.560833100555044,20.02323598556883
Deaths,Republic of Trinidad and Tobago,Female,15-49 years,Self-harm,Rate,2021,4.991451619364483,6.656764895666613,3.7078223824601118
Deaths,Kingdom of Saudi Arabia,Male,15-49 years,Self-harm,Rate,2021,13.302944478556439,18.726951604484896,9.103164647363329
Deaths,Kingdom of Saudi Arabia,Female,15-49 years,Self-harm,Rate,2021,4.781284422764058,6.705440970827052,3.362783297145274
Deaths,Antigua and Barbuda,Male,15-49 years,Self-harm,Rate,2021,2.028624809264988,2.436367740020115,1.6874238438388454
Deaths,Antigua and Barbuda,Female,15-49 years,Self-harm,Rate,2021,0.2515594578181232,0.2811888424113518,0.22530608927391985
Deaths,Republic of Estonia,Male,15-49 years,Self-harm,Rate,2021,21.780592917137835,24.661991785396115,18.587636468622698
Deaths,Republic of Estonia,Female,15-49 years,Self-harm,Rate,2021,3.308128306943637,3.8258735388345038,2.787724185996079
Deaths,Islamic Republic of Iran,Male,15-49 years,Self-harm,Rate,2021,9.25031347512161,10.227782119496096,7.909979192987241
Deaths,Islamic Republic of Iran,Female,15-49 years,Self-harm,Rate,2021,3.0943487855454483,3.9563397014638233,2.6488071361761545
Deaths,Democratic Republic of the Congo,Male,15-49 years,Self-harm,Rate,2021,13.864361730515833,20.90904720528052,9.548302751329597
Deaths,Democratic Republic of the Congo,Female,15-49 years,Self-harm,Rate,2021,3.7394552423327827,6.383994855679142,2.368199444937991
